last milk,AI bull no ISR,last SCC,AI type,not for AI,exp. Calving,at milk,preg,lact no,status,barach,group,group name,cull date,enter way,breed,MGS,sex,cow name,tag color,no.tag plasic,no tag ,burn no,government no,sire,se number,computer no,cow no,computer mom,avg milk last 10 days,avg milkig time in last 10 days,brd milk kg,brd fat kg,brd prot kg,brd fat pre,brd prot pre,brd SCC,brd ECM,udder,ati,legs,brd milk mom,brd fat kg mom,brd prot mom,brd fat pre mom,brd prot pre mom,brd SCC mom,brd ecm mom,brd tpi mom,brd udder mom,brd legs mom,brd milk sire,brd fat kg sire,brd prot kg sire,brd fat pre sire,brd prot pre sire,brd SCC sire,brd ecm sire,brd tpi sire,brd udder sire,brd legs sire,brd dau fertilty,brd still birth,brd calvig easy,birth date,exit way,exit erson,exiy weight,price per kg,exit price,bayer,calving date,dry date,last dhi date,no dhi ater calving,pl milk kg,last AI date,pl Fat kg,pl prot kg,pl kaktuz_miz,adjust milk kg,adjust fat kg,adjust prot kg,mom se,mom name,DMI,days in preg,bayer name,byaer farm nmae,days after AI,days till next calving,days till dry,enter whight,wining wheight,growth rate,growth rate total,days after dry,BCS date after calvig ,total wight,BCS pick milk date,BCS pick milk,BCS dry date,BCS dry,BCS half dry date,BCS half dry,avg milk,avg ecm,wested days AI,open days,rest days,SCC calc1,ECM total at lact,ecm according the heard,no of milking by day,last DHI date,last heating date,last abortion,adjust ecm,edjust ecm prev lact,adjust prot kg prev lact,adjust milk prev lact,adjust fat kg prev lact,DIM prev lact,mate 1,inseminator name,highet,exp milk kg 305,exp fat kg 305,exp ecm 305,exp prot kg ,match bull,exp exm 305 ?,age by month,adjust ecm,feed lot,days till dry,rep,AI time,fat pre DHI,prot pre DHI,supply,pl prot pre,efect preg date,pl milk,highet date,last calving days in dry,for cull,pl fat pre,preg,PGS,date molk day,last calvig date,fat/prot,last milk1,?,last whight,last wheight date,enter date,enter last date,days in last group,?,last se,birth month,whight1,whight2,whight3,whight4,whight5,whight6,whight7,whight8,whight rate 1,whight rate 2,whight rate 3,whight rate 4,whight rate 5,whight rate 6,whight rate 7,whight rate 8,whight date 1,whight date 2,whight date 3,whight date 4,whight date 5,whight date 6,whight date 7,whight date 8,date pick milk,kg at pick,bying price,?,last vet ,last vet diagnosis,sorting,vac date ,vac drug,last gov no,age in 1 lact,persistence 1,persistence 1,no live bull,live bulld fate,colestrom value1,colestrom value2,refractometers value,remark,last AI date
,,,,0,,1,0,4,0,3,1,חולבות,12/01/2011,1,1,3304,2,,,,,1351,,3903,1351,839,1351,410697081,4.3,1,264,-12.6,-4.4,-0.19,-0.11,0.12,-97,91,-187,96,,,,,,,,,,,,,,,,,,,,,,-0.065,0.455,19/11/2005,4,52,,,,1,06/12/2010,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,61.6,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,06/12/2010,,,,40,19/11/2005,,,,,,19/11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
33.1,,50,,1,,1,0,4,0,3,1,חולבות,08/12/2011,1,4,4928,2,,,,,1352,,3908,1352,842,1352,546,20.9,1,159,10.6,6,0.04,0.01,-0.09,396,97,467,104,,,,,,,,,,,,,,,,,,,,,,1.095,3.48,27/11/2005,4,30,,,,1,23/06/2011,,16/11/2011,3,5034.9,0,182.4,168.2,0,9237.1,326.4,309.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5154,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9250,72.2,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,23/06/2011,,,,40,27/11/2005,,,,,,27/11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
30.3,5439,211,2,1,,1,0,3,0,3,1,חולבות,04/10/2011,1,4,3731,2,,,,,1386,,4938,1386,894,1386,447,13.6,1,80,2.3,6.5,0,0.03,-0.21,296,100,377,108,,,,,,,,,,,,,,,,,,,,,,-0.22,0.965,27/06/2006,4,41,,,,1,16/09/2010,,05/09/2011,6,16219.6,3,525.7,502.8,0,13809.5,446.8,420.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,15339,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13123,63.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,16/09/2010,,,,40,27/06/2006,,,,,,27/06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,06/05/2011
28,5720,156,2,0,03/03/2015,1,1,6,1,3,1,חולבות,,1,4,3651,2,,,,4323451,1387,,5401,1387,895,1387,620,30.6,2,-295,-17.1,-1.1,-0.06,0.07,-0.18,-126,101,-140,100,,,,,,,,,,,,,,,,,,,,,,0.19,1.105,05/07/2006,,,,,,,07/02/2014,,09/06/2014,2,5049.5,2,267.4,169,0,9249.9,425.1,317.2,,        ,300,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5968,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10457,100.8,,0,,,00:00,,,,,30/05/2014,,04/12/2014,,0,,,,04/12/2014,07/02/2014,,,,40,05/07/2006,,,,,,05/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,30/05/2014
2,5461,332,2,0,,1,0,4,0,3,1,חולבות,03/01/2013,1,1,3904,2,,,,,1388,,3884,1388,896,1388,203,0.3,1,128,8.2,7.7,0.03,0.03,0.1,314,99,362,100,,,,,,,,,,,,,,,,,,,,,,-0.87,0.433,10/07/2006,4,30,,,,1,26/07/2012,,31/12/2012,2,0,4,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,77.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,26/07/2012,,,,40,10/07/2006,,,,,,10/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,09/12/2012
,,,,0,,1,0,5,0,3,1,חולבות,23/09/2012,1,1,5300,2,,,,,1389,,3811,1389,897,1389,629,8.5,1,-97,-2.4,2.2,0.01,0.05,-0.05,176,95,162,96,,,,,,,,,,,,,,,,,,,,,,-1.5,-0.445,13/07/2006,4,30,,,,1,12/08/2012,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,74.2,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,12/08/2012,,,,40,13/07/2006,,,,,,13/07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
45,4813,32,2,1,,1,0,5,1,3,1,חולבות,,1,4,3661,2,,,,4128352,1412,,4946,1412,921,1412,168,35.8,2,226,7.6,5.1,-0.03,-0.02,-0.2,251,96,342,114,,,,,,,,,,,,,,,,,,,,,,1.115,1.115,21/10/2006,,,,,,,27/12/2013,,09/06/2014,3,8265.8,4,391.5,255.1,0,13065.3,546.6,401.4,,        ,342,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8959,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13854,97.2,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,27/12/2013,,,,40,21/10/2006,,,,,,21/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,18/07/2014
21,,139,,0,,1,0,1,0,3,1,חולבות,01/12/2008,1,4,3661,2,,,,,1413,,4946,1413,922,1413,168,11.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/2006,4,61,,,,1,27/10/2008,,24/11/2008,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,25.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,27/10/2008,,,,40,21/10/2006,,,,,,21/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
34.6,5447,87,2,0,03/12/2009,0,1,1,0,3,3,הכנה להמלטה,13/12/2009,1,1,3826,2,,,,,1414,,7053,1414,923,1414,325,,,150,10.9,10.7,0.05,0.05,-0.02,349,106,489,107,,,,,,,,,,,,,,,,,,,,,,1.37,3.355,24/10/2006,4,42,,,,1,10/10/2008,01/10/2009,23/09/2009,11,12741.8,1,490.8,453.5,0,12929,480.8,444.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13803,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11860,37.6,,0,,,00:00,,,,,01/03/2009,,04/12/2014,,0,,,,04/12/2014,10/10/2008,,,,40,24/10/2006,,,,,,24/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,01/03/2009
24.5,,1962,,1,,1,0,4,0,3,1,חולבות,05/08/2012,1,4,3733,2,,,,,1415,,5412,1415,924,1415,286697081,13.2,1,-614,-29.5,-22.4,-0.07,-0.03,0.2,-792,92,-1044,96,,,,,,,,,,,,,,,,,,,,,,0.638,2.005,09/11/2006,4,62,,,,1,13/07/2012,,29/07/2012,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,68.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,13/07/2012,,,,40,09/11/2006,,,,,,09/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
16,,18,,0,,1,0,1,0,3,1,חולבות,01/12/2008,1,1,3981,2,,,,,1416,,7022,1416,925,1416,261,11.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/11/2006,4,61,,,,1,01/11/2008,,24/11/2008,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,24.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,01/11/2008,,,,40,10/11/2006,,,,,,10/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
31.4,5454,575,2,1,,1,0,3,0,3,1,חולבות,24/10/2011,1,1,3908,2,,,,,1417,,5534,1417,926,1417,414697081,10.8,1,-79,1.8,-5.9,0.04,-0.03,0.22,-260,109,-248,101,,,,,,,,,,,,,,,,,,,,,,1.73,4.04,20/11/2006,4,24,,,,1,15/01/2011,,05/09/2011,4,11619.1,4,413.4,351.1,0,11802.4,413.7,355.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,11176,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11540,59,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,15/01/2011,,,,40,20/11/2006,,,,,,20/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,12/09/2011
37.5,,9,,1,,1,0,4,0,3,1,חולבות,08/12/2011,1,4,4936,2,,,,,1418,,7022,1418,927,1418,646,14.7,1,-153,-2.6,-4.7,0.02,0,0.04,30,106,117,112,,,,,,,,,,,,,,,,,,,,,,0.355,1.69,22/11/2006,4,60,,,,1,16/09/2011,,16/11/2011,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,60.4,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,16/09/2011,,,,40,22/11/2006,,,,,,22/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,01/12/2006,1,1,5247,2,,,,,1419,,7207,1419,928,1419,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/11/2006,3,99,,,,0,23/11/2006,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,40,23/11/2006,,,,,,23/11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
29.3,5445,1687,2,1,,1,0,2,0,3,1,חולבות,23/04/2010,1,1,3304,2,,,,,1365,,3966,1365,954,1365,313697081,13.8,1,5,-3.8,1.5,-0.03,0.01,-0.13,57,97,54,99,,,,,,,,,,,,,,,,,,,,,,-0.01,1.9,09/01/2006,4,60,,,,1,21/04/2009,,22/03/2010,7,13973.4,6,474.4,451.8,0,12743.2,421.2,394.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13742,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11860,51.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,21/04/2009,,,,40,09/01/2006,,,,,,09/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,03/02/2010
26.9,5535,168,2,0,,1,0,1,0,3,1,חולבות,28/12/2009,1,4,3904,2,,,,,1443,,5409,1443,955,1443,762,8.3,1,-498,-0.3,-8.9,0.16,0.06,-0.01,-276,102,-349,99,,,,,,,,,,,,,,,,,,,,,,-0.12,2.535,24/05/2007,4,24,,,,1,11/04/2009,,23/11/2009,6,7080.1,5,277.5,234.1,0,10253.8,390.7,331.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,7402,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8447,31.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,11/04/2009,,,,40,24/05/2007,,,,,,24/05/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,07/11/2009
13.8,5409,501,2,0,11/09/2011,1,1,2,0,3,1,חולבות,15/03/2011,1,1,3758,2,,,,,1444,,66666,1444,956,1444,739,6.1,1,127,9.4,3.5,0.04,0.01,-0.07,193,100,228,100,,,,,,,,,,,,,,,,,,,,,,-0.15,0.52,26/05/2007,4,61,,,,1,10/05/2010,,08/03/2011,5,10298.2,4,334.9,332.6,0,10877.9,354.5,342.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,9983,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10000,45.5,,0,,,00:00,,,,,08/12/2010,,04/12/2014,,0,,,,04/12/2014,10/05/2010,,,,40,26/05/2007,,,,,,26/05/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,08/12/2010
30.2,5468,57,2,0,22/02/2015,1,1,6,1,3,1,חולבות,,1,1,3803,2,,,,4120337,1445,,3999,1445,957,1445,767,21.4,2,-51,-26.1,-3.1,-0.21,-0.01,-0.07,-182,100,-201,99,,,,,,,,,,,,,,,,,,,,,,-0.815,-0.285,27/05/2007,,,,,,,28/02/2014,,09/06/2014,2,3810.2,1,155.8,123.5,0,10041.6,332.1,327.4,,        ,279,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4001,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9841,90.1,,0,,,00:00,,,,,21/05/2014,,04/12/2014,,0,,,,04/12/2014,28/02/2014,,,,40,27/05/2007,,,,,,27/05/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,21/05/2014
21.5,5595,129,2,1,,1,0,1,0,3,1,חולבות,04/11/2009,1,4,3822,2,,,,,1446,,5412,1446,958,1446,612,11.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/06/2007,4,61,,,,1,25/05/2009,,23/09/2009,4,3835.4,1,136.9,134.2,0,9024.2,324.4,309,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4013,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7760,29,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,25/05/2009,,,,40,03/06/2007,,,,,,03/06/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,28/08/2009
26.6,,184,,0,,1,0,1,0,3,1,חולבות,06/07/2009,1,4,4940,2,,,,,1447,,3954,1447,959,1447,754,13.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/06/2007,4,60,,,,1,16/05/2009,,23/06/2009,2,1192.5,0,45,38.5,0,9153.4,324.6,293.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,1214,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7474,24.9,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,16/05/2009,,,,40,09/06/2007,,,,,,09/06/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
18,5450,301,2,0,18/07/2011,1,1,2,0,3,1,חולבות,23/02/2011,1,4,4937,2,,,,,1449,,7085,1449,962,1449,772,5.2,1,60,-10.4,2.7,-0.11,0.01,0.01,13,97,-3,104,,,,,,,,,,,,,,,,,,,,,,0.13,2.05,24/06/2007,4,61,,,,1,16/05/2010,,15/01/2011,4,9448.7,4,270.1,289,0,10819.8,314.4,324.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8528,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9134,43.9,,0,,,00:00,,,,,14/10/2010,,04/12/2014,,0,,,,04/12/2014,16/05/2010,,,,40,24/06/2007,,,,,,24/06/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,14/10/2010
27.7,,234,,0,,1,0,3,0,3,1,חולבות,11/09/2012,1,4,3651,2,,,,,1450,,5409,1450,963,1450,620,4.8,1,-247,-1.5,-4,0.06,0.03,0.04,-128,95,-197,98,,,,,,,,,,,,,,,,,,,,,,-0.495,1.735,01/07/2007,4,53,,,,1,03/06/2012,,29/07/2012,2,2953,0,115,82.6,0,7979.3,293.5,239,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,2818,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7708,62.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,03/06/2012,,,,40,01/07/2007,,,,,,01/07/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
27.8,,41,,1,,1,0,4,0,3,1,חולבות,02/04/2013,1,1,3795,2,,,,,1465,,7053,1465,978,1465,451,16.3,1,-88,2.1,2.2,0.05,0.04,0.01,34,103,58,102,,,,,,,,,,,,,,,,,,,,,,0.87,3.01,08/08/2007,4,30,,,,1,25/11/2012,,12/03/2013,3,4148.8,0,166.7,153.4,0,8486.6,304,289.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4659,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9048,67.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,25/11/2012,,,,40,08/08/2007,,,,,,08/08/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,06/02/2005,1,1,3652,2,,,,,-445,,7165,-445,715,-445,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/02/2005,4,67,40,,,1,06/02/2005,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,40,06/02/2005,,,,,,06/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
26.2,,343,,1,,1,0,3,0,3,1,חולבות,09/03/2010,1,1,3304,2,,,,,1298,,7132,1298,717,1298,308697081,13.9,1,217,4,1.9,-0.03,-0.04,-0.03,116,89,87,95,,,,,,,,,,,,,,,,,,,,,,-0.695,0.845,19/02/2005,4,62,,,,1,28/04/2009,,17/01/2010,6,12438.8,0,426.8,407.1,0,12210.6,421.4,396,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,12361,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12065,60.5,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,28/04/2009,,,,40,19/02/2005,,,,,,19/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,1,0,6,0,3,1,חולבות,30/12/2012,1,4,3274,2,,,,,1299,,4943,1299,718,1299,215697081,14.5,1.7,-262,-5.7,-0.1,0.03,0.07,0.23,-66,99,-82,101,,,,,,,,,,,,,,,,,,,,,,0.193,0.153,20/02/2005,4,30,,,,1,26/11/2012,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,94.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,26/11/2012,,,,40,20/02/2005,,,,,,20/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,7,עגלות  בוגרות,09/04/2006,1,1,7019,2,,,,,1300,,7170,1300,719,1300,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/02/2005,4,60,,,,1,21/02/2005,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,13.5,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,40,21/02/2005,,,,,,21/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,28/03/2005,1,4,4922,2,,,,,1301,,3881,1301,721,1301,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/02/2005,4,58,,,,1,24/02/2005,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,40,24/02/2005,,,,,,24/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
25.6,,31,,0,,1,0,1,0,3,1,חולבות,15/07/2007,1,4,3304,2,,,,,1302,,4940,1302,722,1302,324697081,13.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/02/2005,4,60,,,,1,26/01/2007,,25/06/2007,5,3975.7,0,145.1,136.3,0,9032.8,321,299.9,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4140,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7713,28.5,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,26/01/2007,,,,40,25/02/2005,,,,,,25/02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
30.2,,25,,1,,1,0,2,0,3,1,חולבות,03/03/2009,1,1,5267,2,,,,,1331,,7218,1331,782,1331,481,9.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/2005,4,60,,,,1,07/08/2008,,19/02/2009,7,7055.5,0,238.9,235.3,0,10715.2,354,348.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,7058,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9938,42.5,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,07/08/2008,,,,40,15/08/2005,,,,,,15/08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
5.4,,6188,,0,,1,0,3,0,3,1,חולבות,25/09/2009,1,1,3921,2,,,,,1332,,7214,1332,785,1332,279,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/2005,3,30,,,,1,19/09/2009,,23/09/2009,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,49.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,19/09/2009,,,,40,14/08/2005,,,,,,14/08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
41.5,,57,,1,,1,0,2,0,3,1,חולבות,07/12/2008,1,1,7027,2,,,,,1333,,7232,1333,786,1333,495,19.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/08/2005,4,62,,,,1,08/07/2008,,24/11/2008,5,6152.6,0,222,196.5,0,12581.7,434.7,396.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6132,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11536,39.6,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,08/07/2008,,,,40,17/08/2005,,,,,,17/08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
