r_last_halav,mispar_par_mazria,r_last_somatim,r_sug_last_hazraa,ri_hafsakat_hazraa,r_trc_hamlata_zfuy,ri_holevet,ri_hara,r_tahluva,c_status_bakar,c_shluha,c_kvuza,r_teur_kvuza,r_trc_yezia,c_knisa,c_geza,mispar_av_em,c_min,r_shem,c_zeva,r_otomati,r_kvia,r_ozen,c_par,mispar_par,k_zhy_unique,k_zhy_movil,c_em_unique,r_memuza_halav_yomi,r_memuza_halivot,r_ag_kg_halav,r_ag_kg_shuman,r_ag_kg_helbon,r_ag_ahuz_shuman,r_ag_ahuz_helbon,r_ag_ahuz_rts,r_ag_kg_hamam,r_calc_tpi,r_reglaim,ag_kg_halav_m,ag_kg_shuman_m,ag_kg_helbon_m,ag_ahuz_shuman_m,ag_ahuz_helbon_m,ag_ahuz_rts_m,ag_kg_hamam_m,r_calc_tpi_m,r_atin_klali_m,r_reglaim_m,ag_kg_halav_f,ag_kg_shuman_f,ag_kg_helbon_f,ag_ahuz_shuman_f,ag_ahuz_helbon_f,ag_ahuz_rts_f,ag_kg_hamam_f,r_calc_tpi_f,r_atin_klali_f,r_reglaim_f,comp_ag_brd_frt_f,r_horasha_tmotat_vladot,r_horasha_hamlata_k,r_atin_klali,r_trc_lida,c_ofen_yezia,c_siba,r_mishkal,r_mehir_kg,r_mehir_bakar,c_lakoah,r_trc_hatchala,r_trc_ybush,r_bikoret_ahron,r_bikoret,chalav_miz,azraa_aharon,suman_miz,chelbon_miz,lkaktuz_miz,chalav_metukan,suman_metukan,helbon_metukan,comp_se_em,comp_shem_em,comp_yamim_batchluva,comp_yemey_herayon,comp_shem_kone,comp_meshek_kodem,comp_yamim_mehazraa,comp_yamim_lehamlata,comp_yamim_leyebush,comp_mishkal_knisa,comp_mishkal_gmila,,comp_mishkal_leyom,comp_yamim_beyebush,comp_date_tzyun_hamlata,comp_derug_hamlata,comp_date_tzyun_chalav,comp_derug_si_halav,comp_date_tzyun_yoves,comp_derug_yovesh,comp_date_tzyun_emza_yoves,comp_derug_emza,comp_halav_yomi,comp_hamam_yomi,comp_srak,comp_rik,comp_menucha,comp_somatim_1,chamam_mitztaber,hefres_eder,halivot_aharon,chamam_bikoret_achrona,comp_date_drisha,comp_date_hapala,hmm_mtukan,copm_hmm_mtukan_befor,copm_helbon_mtukan_befor,copm_halav_mtukan_befor,copm_shuman_mtukan_befor,copm_ymei_heryon_befor,r_match_par_1,shem_mazriaa,comp_gova,comp_halav_p,comp_shuman_p,comp_hamam_p,comp_helbon_p,comp_match_par,r_hmm_muarah,comp_gil_bechodashim,comp_hmm_mtukan,c_pitum,date_comp_yamim_leyebush,comp_ashnot,shaa_mazriaa,comp_shuman_bikoert,comp_helbun_bikoert,comp_sapak,comp_avg_helbon_all_life,r_trc_hafraia,comp_tnuvat_haim,comp_trc_gova,comp_yebush_befor,r_ind_suman_leyezia,comp_avg_shuman_all_life,r_heara,comp_av_hhav,comp_trc_halav_yomi,comp_hamlata_haharon,comp_shuman_per_helbun_bikoert,comp_last_halav1,comp_null_integer,comp_mishkal,comp_date_mishkal,r_trc_knisa,r_trc_last_knisa,comp_shehut_kvuza,comp_null_dec,comp_eder_kodem,comp_month_lida,skila1,skila2,skila3,skila4,skila5,skila6,skila7,skila8,tami_skila1,tami_skila2,tami_skila3,tami_skila4,tami_skila5,tami_skila6,tami_skila7,tami_skila8,trc_skila1,trc_skila2,trc_skila3,trc_skila4,trc_skila5,trc_skila6,trc_skila7,trc_skila8,comp_peak,comp_peak_yamim,comp_mehir_knia,comp_yamim_hlv_kodem,comp_trc_avhana,comp_avhana,ext_sort_selected,comp_trc_hisun,comp_hisun,comp_ozen_old,ext_gil_hamlata1,ext_hatmada_h,ext_hatmada_p,comp_par_harbaa,comp_trc_par_harbaa,comp_erch_colostrum_1,comp_erch_colostrum_2,comp_erch_refractometers,comp_bne_bakar_remarks
,,,,0,,0,0,0,0,2,6,עגלות 9-12,08/03/2011,1,4,5419,2,,,,1634,,5585,5585,1155,1634,1012,,,-132,-29.4,-4.5,-0.22,0,-0.06,-382,-387,104,,,,,,,,,,,,,,,,,,,,,,1.53,1.395,106,06/01/2010,4,53,,,,1,06/01/2010,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,06/01/2010,,,,,,01/01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
27.8,5435,1658,2,0,,1,0,1,0,3,1,חולבות,02/11/2009,1,1,3863,2,,,,1427,,5534,5534,936,1427,231,14.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/12/2006,4,24,,,,1,14/12/2008,,23/09/2009,9,10380.8,5,330.6,326.8,0,11525.7,361.4,352.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,9850,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9347,34.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,14/12/2008,,,,40,18/12/2006,,,,,,01/12/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,21/01/2007,1,1,5241,2,,,,1428,,3811,3811,937,1428,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/12/2006,3,50,,,,1,19/12/2006,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,1.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,19/12/2006,,,,,,01/12/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,5,עגלות 3-8,22/05/2007,1,1,3822,2,,,,1429,,7053,7053,938,1429,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/12/2006,4,52,,,,1,26/12/2006,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,4.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,26/12/2006,,,,,,01/12/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
28.9,,18,,1,,1,0,1,0,3,1,חולבות,28/01/2009,1,1,5242,2,,,,1430,,7207,7207,939,1430,385,12.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/01/2007,4,60,,,,1,28/12/2008,,19/01/2009,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,24.9,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,28/12/2008,,,,40,01/01/2007,,,,,,01/01/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,18/02/2007,1,4,7132,2,,,,1431,,5410,5410,940,1431,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/01/2007,3,99,,,,1,12/01/2007,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,1.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,12/01/2007,,,,,,01/01/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
40.3,,345,,1,,1,0,4,0,3,1,חולבות,02/04/2013,1,1,3908,2,,,,1476,,7347,7347,989,1476,660,15.5,1,222,5.9,7.6,-0.02,0.01,-0.1,256,320,102,,,,,,,,,,,,,,,,,,,,,,-0.13,2.035,102,06/09/2007,4,62,,,,1,23/09/2012,,12/03/2013,5,8811.1,0,321.8,270.4,0,12568,453,395,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8626,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12487,66.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,23/09/2012,,,,40,06/09/2007,,,,,,01/09/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,6,0,3,1,חולבות,18/02/2015,1,1,3811,2,,,,1477,,7398,7398,990,1477,581,8.9,1,149,-5.2,6.7,-0.09,0.02,-0.14,210,257,102,,,,,,,,,,,,,,,,,,,,,,-0.655,-0.015,100,17/09/2007,88,52,,,,1,09/02/2015,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,88.9,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,09/02/2015,,,,40,17/09/2007,,,,,,01/09/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
20,,147,,0,,1,0,5,0,3,1,חולבות,13/10/2013,1,1,3595,2,,,,1478,,7085,7085,991,1478,5,17.8,2,446,24.2,7.1,0.07,-0.06,0.12,413,460,98,,,,,,,,,,,,,,,,,,,,,,0.2,1.9,97,19/09/2007,4,13,,,,1,02/10/2013,,08/10/2013,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,72.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,02/10/2013,,,,40,19/09/2007,,,,,,01/09/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5447,,2,1,,0,0,0,0,2,7,עגלות  בוגרות,03/03/2009,1,1,7106,2,,,,1479,,7053,7053,992,1479,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/09/2007,4,60,,,,1,22/09/2007,,,0,0,4,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,17.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,22/09/2007,,,,,,01/09/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
32,,2191,,1,,1,0,5,0,3,1,חולבות,24/03/2014,1,4,3803,2,,,,1480,,5418,5418,993,1480,817,13.3,1,-520,-35.3,-13.1,-0.15,0.03,0.43,-773,-922,100,,,,,,,,,,,,,,,,,,,,,,-0.143,-0.328,99,08/10/2007,4,62,,,,1,19/12/2013,,10/02/2014,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,77.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,19/12/2013,,,,40,08/10/2007,,,,,,01/10/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
33.4,5447,153,2,1,,1,0,3,0,3,1,חולבות,10/09/2013,1,4,4938,2,,,,1520,,5559,5559,1035,1520,893,13.7,1.5,65,-13.8,8.9,-0.14,0.06,0.06,17,107,113,,,,,,,,,,,,,,,,,,,,,,0.675,1.665,109,16/06/2008,4,90,,,,1,12/09/2012,,05/08/2013,8,15422.9,8,541.1,519.2,0,13028.5,459.7,424.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,15691,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13616,62.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,12/09/2012,,,,40,16/06/2008,,,,,,01/06/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
45.3,5474,,2,0,13/12/2015,1,1,5,1,3,1,חולבות,,1,4,4937,2,,,3275536,1521,,5565,5565,1036,1521,772,40.8,2,-125,-15.2,-2.6,-0.09,0.01,-0.27,-201,-183,110,,,,,,,,,,,,,,,,,,,,,,-0.19,1.62,107,17/06/2008,,,,,,,01/12/2014,,15/12/2014,0,0,1,0,0,0,0,0,0,,        ,163,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,82.7,,0,,,00:00,,,,,11/03/2015,,13/05/2015,,0,,,,13/05/2015,01/12/2014,,,,40,17/06/2008,,,,,,01/06/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,11/07/2008,1,1,3795,2,,,,1522,,7077,7077,1037,1522,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/07/2008,3,15,,,,1,01/07/2008,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,01/07/2008,,,,,,01/07/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
33.7,5454,223,2,0,,1,0,2,0,3,1,חולבות,28/12/2011,1,1,3811,2,,,,1523,,5559,5559,1038,1523,897,20.1,1,-181,-17.5,-0.3,-0.1,0.05,0.19,-237,-184,105,,,,,,,,,,,,,,,,,,,,,,0.24,0.81,112,08/07/2008,4,60,,,,1,29/08/2011,,16/11/2011,2,3755.8,1,165.8,127.4,0,9526.8,399.2,312.9,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4158,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10011,41.6,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,29/08/2011,,,,40,08/07/2008,,,,,,01/07/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
29.7,,34,,0,,1,0,3,0,3,1,חולבות,27/03/2013,1,4,7214,2,,,,1524,,4968,4968,1039,1524,785,17.4,1,-58,-9.3,-4.1,-0.06,-0.02,-0.04,-98,-134,116,,,,,,,,,,,,,,,,,,,,,,-0.075,0.347,87,15/07/2008,4,58,,,,1,05/01/2013,,12/03/2013,2,2897.6,0,121.2,85,0,8300.1,341,266.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,2913,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9054,56.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,05/01/2013,,,,40,15/07/2008,,,,,,01/07/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
14.3,,188,,0,,1,0,1,0,3,1,חולבות,21/09/2010,1,4,3961,2,,,,1525,,5426,5426,1040,1525,781,5.9,1,-1008,-42.8,-23.2,-0.07,0.08,0.12,-1022,-1256,99,,,,,,,,,,,,,,,,,,,,,,0.65,2.61,94,18/07/2008,4,61,,,,1,25/06/2010,,14/09/2010,2,977.1,0,31.3,31.3,0,6225.4,216.9,211.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,938,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,5561,26.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,25/06/2010,,,,40,18/07/2008,,,,,,01/07/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
43.7,5462,54,2,0,28/08/2015,1,1,5,1,3,1,חולבות,,1,4,5401,2,,,817748,1526,,7149,7149,1041,1526,895,19.5,2,111,6.1,9.4,0.02,0.05,-0.11,333,384,100,,,,,,,,,,,,,,,,,,,,,,0.125,1.145,98,27/07/2008,,,,,,,13/08/2014,,15/12/2014,1,0,1,0,0,0,0,0,0,,        ,273,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,81.3,,0,,,00:00,,,,,24/11/2014,,13/05/2015,,0,,,,13/05/2015,13/08/2014,,,,40,27/07/2008,,,,,,01/07/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
21.8,4982,205,2,0,27/09/2013,1,1,3,0,3,1,חולבות,21/04/2013,1,4,7022,2,,,,1545,,5584,5584,1061,1545,927,13.2,1,270,-3.9,3.1,-0.08,-0.04,-0.03,65,245,115,,,,,,,,,,,,,,,,,,,,,,0.395,2.16,118,12/10/2008,3,15,,,,1,10/09/2012,,15/04/2013,6,7021,1,241.7,218.2,0,9351.4,330.4,290.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6783,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8894,54.2,,0,,,00:00,,,,,19/12/2012,,13/05/2015,,0,,,,13/05/2015,10/09/2012,,,,40,12/10/2008,,,,,,01/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,2,0,3,1,חולבות,12/07/2011,1,4,7237,2,,,,1546,,4966,4966,1062,1546,808,5.6,1,-299,-17.6,-0.9,-0.06,0.07,-0.13,-158,-159,118,,,,,,,,,,,,,,,,,,,,,,-0.258,0.018,97,14/10/2008,4,41,,,,1,05/07/2011,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,32.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,05/07/2011,,,,40,14/10/2008,,,,,,01/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
36,5637,69,2,0,18/10/2012,1,1,2,0,3,1,חולבות,12/03/2012,1,4,7207,2,,,,1547,,5428,5428,1063,1547,929,17.8,1,-532,-23.9,-16.2,-0.05,0.01,-0.02,-584,-685,101,,,,,,,,,,,,,,,,,,,,,,-0.065,1.1,104,25/10/2008,4,60,,,,1,16/10/2011,,05/03/2012,3,5724.9,1,214.8,183.7,0,11224.1,409.8,353.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5798,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10868,40.5,,0,,,00:00,,,,,15/01/2012,,13/05/2015,,1,,,,13/05/2015,16/10/2011,,,,40,25/10/2008,,,,,,01/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
17.2,,321,,1,,1,0,4,0,3,1,חולבות,14/10/2014,1,4,7208,2,,,,1548,,5428,5428,1064,1548,788,17.6,1,-622,-24.8,-17.6,-0.03,0.02,-0.25,-586,-669,101,,,,,,,,,,,,,,,,,,,,,,-0.265,1.85,103,27/10/2008,4,62,,,,1,23/04/2014,,11/08/2014,2,5135.8,0,185.2,181.8,0,8126.4,314.6,295.9,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5428,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8901,71.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,23/04/2014,,,,40,27/10/2008,,,,,,01/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,30/10/2008,1,4,4946,2,,,,1549,,5567,5567,1065,1549,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2008,4,99,,,,1,27/10/2008,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,27/10/2008,,,,,,01/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
38.5,,19,,0,,1,0,2,0,3,1,חולבות,30/01/2012,1,4,5534,2,,,,1550,,5431,5431,1066,1550,926,18.5,1,-726,-24.3,-15.8,0.01,0.06,-0.01,-605,-714,102,,,,,,,,,,,,,,,,,,,,,,0.625,1.4,101,27/10/2008,4,99,,,,1,02/11/2011,,02/01/2012,2,3274.9,0,139.1,117.2,0,9825.5,388,340.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3681,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10692,39,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,02/11/2011,,,,40,27/10/2008,,,,,,01/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
31.4,5579,58,2,1,,1,0,1,0,3,1,חולבות,08/11/2011,1,1,7022,2,,,,1551,,7168,7168,1067,1551,925,14.9,1,83,-0.6,6.1,-0.03,0.03,0.02,106,121,101,,,,,,,,,,,,,,,,,,,,,,-0.52,0.085,100,01/11/2008,4,24,,,,1,25/09/2010,,05/09/2011,5,11809.1,9,435.2,382.6,0,11801,429,370.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,11950,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10116,36.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,25/09/2010,,,,40,01/11/2008,,,,,,01/11/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5542,,2,0,,0,0,0,0,2,7,עגלות  בוגרות,05/07/2010,1,4,5300,2,,,,1552,,5429,5429,1068,1552,613,,,-291,-10.7,-5.4,-0.01,0.03,-0.11,-188,-258,96,,,,,,,,,,,,,,,,,,,,,,1.495,1.357,98,01/11/2008,4,41,,,,1,01/11/2008,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,01/11/2008,,,,,,01/11/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
27.6,5428,161,2,0,,1,0,1,0,3,1,חולבות,05/06/2011,1,4,5410,2,,,,1553,,5542,5542,1069,1553,918,15.2,1,-62,-18.5,0.1,-0.14,0.02,0.14,-230,-185,109,,,,,,,,,,,,,,,,,,,,,,-0.195,-0.625,112,03/11/2008,4,41,,,,1,23/10/2010,,02/05/2011,4,6584.7,1,203.9,226.5,0,10364.1,325.6,343.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6528,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8855,31,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,23/10/2010,,,,40,03/11/2008,,,,,,01/11/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
26.9,5464,96,2,1,,1,0,3,0,3,1,חולבות,14/09/2014,1,4,4924,2,,,,1568,,7075,7075,1084,1568,855,7.1,1,-96,-5.8,-0.3,-0.02,0.02,0.15,-66,-55,107,,,,,,,,,,,,,,,,,,,,,,-0.03,1.315,98,19/01/2009,4,90,,,,1,16/07/2013,,11/08/2014,7,14377.5,6,589,514.4,0,10513.1,445.3,381.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,15953,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12279,67.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,16/07/2013,,,,40,19/01/2009,,,,,,01/01/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
28.7,5469,95,2,1,,1,0,4,0,3,1,חולבות,14/09/2014,1,4,4930,2,,,,1569,,5591,5591,1085,1569,532,6.9,1,22,-13.4,0.6,-0.12,-0.02,0.04,-108,-36,114,,,,,,,,,,,,,,,,,,,,,,0.25,0.85,104,19/01/2009,4,30,,,,1,28/01/2014,,11/08/2014,4,7856.2,4,336.1,249.8,0,9491.3,405.6,309.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8305,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10495,67.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,28/01/2014,,,,40,19/01/2009,,,,,,01/01/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
31.6,,108,,1,,1,0,4,0,3,1,חולבות,07/09/2014,1,4,5412,2,,,,1570,,7181,7181,1086,1570,924,0.4,2,13,-16.4,-4.3,-0.15,-0.04,-0.02,-123,-168,99,,,,,,,,,,,,,,,,,,,,,,-0.37,1.32,102,02/02/2009,4,30,,,,1,14/05/2014,,11/08/2014,2,3334.8,0,122.7,107.3,0,8820.2,337.6,302,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3360,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9216,67,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,14/05/2014,,,,40,02/02/2009,,,,,,01/02/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
